k141_5443335	MCQ2481531.1	82.353	119	21	0	1	119	284	402	3.53e-64	213	91.60
k141_4162552	CBL03493.1	46.154	156	84	0	23	178	663	818	2.28e-17	92.0	58.97
k141_4162552	JQ0405	47.863	117	61	0	62	178	788	904	2.06e-14	83.2	60.68
k141_4162552	RPH69709.1	47.586	145	76	0	61	205	245	389	1.11e-10	72.4	58.62
k141_4162552	CAA9547338.1	47.692	130	66	2	62	190	705	833	2.13e-09	68.9	58.46
k141_4162552	CAA9491002.1	41.071	112	66	0	67	178	691	802	3.40e-07	62.4	58.04
k141_3842355	MBQ9727948.1	75.000	36	9	0	1	36	252	287	1.65e-08	65.1	88.89
k141_3842355	MBQ3809673.1	80.556	36	7	0	1	36	252	287	2.48e-07	61.6	86.11
k141_8325093	CUO17295.1	33.333	69	46	0	26	94	4	72	0.006	45.8	52.17
k141_6083727	MBR7022727.1	100.000	74	0	0	21	94	1	74	8.93e-43	154	100.00
k141_6083727	MBR6272107.1	97.297	74	2	0	21	94	1	74	1.67e-42	149	98.65
k141_6083727	MCR5039023.1	100.000	74	0	0	21	94	1	74	6.45e-42	153	100.00
k141_6083727	MBR5912488.1	100.000	74	0	0	21	94	1	74	7.15e-42	154	100.00
k141_6083727	MBR5081533.1	100.000	74	0	0	21	94	1	74	8.19e-42	154	100.00
k141_1921178	MCR4708629.1	99.138	116	1	0	1	116	195	310	3.95e-77	243	100.00
k141_1921178	MBR3375759.1	99.138	116	1	0	1	116	282	397	4.53e-76	243	100.00
k141_1921178	MBR6956267.1	99.138	116	1	0	1	116	270	385	4.70e-76	243	100.00
k141_1921178	SFO28724.1	94.828	116	6	0	1	116	13	128	3.78e-75	232	97.41
k141_1921178	MBQ1715019.1	97.414	116	3	0	1	116	214	329	5.56e-75	238	98.28
